samples	BAMQC_TOTALREADS	BAMQC_PAIREDREADS	BAMQC_PROPPAIREDREADS	BAMQC_UNMAPREADS	BAMQC_MATEUNMAPREADS	BAMQC_SECONDARYREADS	BAMQC_QUALFAILREADS	BAMQC_READSONTARGET	BAMQC_READSPERSTARTPOINT	BAMQC_AVGREADLENGTH	BAMQC_INSERTMEAN	BAMQC_INSERTSD	BAMQC_SOFTCLIPBASES	BAMQC_HARDCLIPBASES	BAMQC_MISMATCHBASES	run	project	groupID
PROJECT_SEQTHNG_0027_Bn_P_PE_512_EX	0.084465	93.4339667317824	92.0499615225241	0.561179186645356	420	0.711537323151601	4471	68.7361629077133	1.05721596313313	145.763276270607	304.552631578947	142.220676816444	72072	0	56056	180827_M00753_0054_000000000-D4HK4	PROJECT_SEQTHNG	1288_TS
PROJECT_SEQTHNG_0028_Bn_P_PE_497_EX	0.08514	93.5435752877613	92.6943857176415	0.614282358468405	456	0.164435048155978	4834	71.71834625323	1.06341046559758	145.003791921449	267.806451612903	115.484790048604	84084	0	32032	180827_M00753_0054_000000000-D4HK4	PROJECT_SEQTHNG	1305_TS
PROJECT_SEQTHNG_0029_Bn_P_PE_491_EX	0.07659	92.9311920616268	91.4349131740436	0.883927405666536	610	0.624102363232798	4259	78.4175479827654	1.06457065079197	147.472265932337	280.28125	106.697362424933	65065	0	92092	180827_M00753_0054_000000000-D4HK4	PROJECT_SEQTHNG	1307_TS
PROJECT_SQUID_010081_Ly_R_PE_493_EX	0.023985	94.5382530748384	93.9003543881593	0.170940170940171	34	0.296018344798833	1198	58.4281842818428	1.05543918447144	144.753208379272	237.888888888889	83.5855442638052	0	0	7007	180810_M00146_0085_000000000-D4HK5	PROJECT_SQUID	PROJECT_SQUID-01-0081-BC
PROJECT_SQUID_010465_Ly_R_PE_514_EX	0.023083	94.446129185981	93.4973790235238	0.298921284061864	62	0.142962353246978	1180	69.3843954425335	1.05594574957617	134.485986881336	239.8	96.5233650470185	81081	0	11011	180810_M00146_0085_000000000-D4HK5	PROJECT_SQUID	PROJECT_SQUID-01-0465-BC
PROJECT_QUINOA_0043_nn_M_PE_425_EX	0.025028	95.9125779127377	95.1014863353045	0.0559373501678121	14	1.02285440306856	753	67.9918491289755	1.11320317210036	140.486107061029	247.5	105.998820748157	122122	0	6006	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-E-028-AT_2
PROJECT_QUINOA_0076_Sk_P_PE_316_EX	0.043877	86.9065797570481	84.0257993937598	0.100280329101807	40	9.29644232741527	1622	68.4413246119835	1.3034456826417	139.654883037868	162.28	75.1289664510301	452452	0	31031	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-D-011-AT_2
PROJECT_QUINOA_0080_Br_P_PE_323_EX	0.045965	84.9363646252583	81.93625584684	0.217556836723594	55	9.20482976177526	2593	50.0881105188731	1.30260260260261	133.967495709639	125.578947368421	43.4914580717611	338338	0	29029	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-B-016-AT_2
PROJECT_QUINOA_0091_Oc_M_PE_522_EX	0.023661	96.115971429779	94.3535776171759	0.426862769959004	93	0.570559147965006	683	67.6894467689447	1.05267786881451	142.037947410078	312.461538461538	107.249253455975	72072	0	9009	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-A-021-C2T
PROJECT_QUINOA_0092_Oc_P_PE_408_EX	0.023483	94.8728867691522	93.3228292807563	0.200144785589575	43	1.57986628624963	786	68.2025294894179	1.099171107164	138.879258494546	218.5	62.4087333632081	14014	0	12012	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-A-023-AT
PROJECT_QUINOA_0093_Oc_P_PE_378_EX	0.025092	95.0183325362665	93.2847122588873	0.0836920133907221	18	2.18396301610075	681	67.8184281842818	1.12953048751598	139.137404580153	172.833333333333	54.6196444107388	63063	0	4004	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-A-024-AT
PROJECT_QUINOA_0096_Sk_M_PE_363_EX	0.043743	94.3396657750955	92.8422833367624	0.102873602633564	41	2.21978373682646	1460	86.9579132661226	1.15922690114335	141.052535924589	151.75	41.1027675467237	106106	0	22022	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-D-013-AT
PROJECT_QUINOA_0096_Sk_M_PE_502_EX	0.021322	96.6794859769252	95.7508676484382	0.10786980583435	23	0.281399493480912	625	89.198949441891	1.06516122364613	144.4151547492	247.5	86.216297763242	0	0	4004	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-D-013-C2T
PROJECT_QUINOA_0101_Oc_P_PE_341_EX	0.024463	95.2908474021992	94.1626129256428	0.0858439275640764	18	1.68008829661121	720	81.8378776110861	1.21047985043623	134.491527604993	157.916666666667	55.0673199113796	14014	0	6006	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-A-025-AT
PROJECT_QUINOA_0101_Pb_R_PE_514_EX	0.024601	96.5448559001667	96.0530059753669	0.211373521401569	44	0.134140888581765	765	81.3788057396041	1.05326178544503	143.885057471264	327.25	78.4964171156875	0	0	21021	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-A-025-SB
PROJECT_QUINOA_0102_nn_M_PE_518_EX	0.023166	96.5725632392299	95.1782785116119	0.233100233100233	44	0.155400155400155	704	73.4567901234568	1.05863145939808	145.729349186483	229	98.9877337278283	102102	0	35035	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-E-036-C2T
PROJECT_QUINOA_0102_nn_M_PE_521_EX	0.019547	96.6644497876912	95.8254463600553	0.127896863968895	21	0.148360362203919	598	71.6938660664041	1.05065895568037	136.998465202435	265.3	113.023050746297	0	0	6006	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-E-036-ST
PROJECT_QUINOA_0102_nn_P_PE_355_EX	0.025353	95.0656727014555	93.4682286119986	0.0670532086932513	16	1.93665443931685	743	78.9650140022877	1.14592050209205	144.489212513484	219.428571428571	61.4790490280043	7007	0	5005	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-E-036-AT
PROJECT_QUINOA_0102_Pb_R_PE_526_EX	0.026815	96.6846914040649	96.1663248181988	0.115606936416185	28	0.17527503263099	811	78.3926906582137	1.05321958155596	145.173185219471	374.875	155.056794030446	79079	0	19019	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-E-036-SB
PROJECT_QUINOA_0103_Br_M_PE_427_EX	0.031548	94.2690503359959	91.9614555597819	0.332826169646253	97	2.09205020920502	1043	69.8047419804742	1.09117927643649	142.778816408877	240.588235294118	81.4089594892424	103103	0	25025	180810_M00146_0085_000000000-D4HK5	PROJECT_QUINOA	INS-B-027-AT
PROJECT_GNATS_0004_Br_P_PE_342_EX	0.023838	92.1553821629331	90.5528987331152	0.121654501216545	29	2.2904606091115	1295	67.1868445339374	1.17817109144543	130.957483612527	175.25	73.837800843019	0	0	25025	180810_M00146_0085_000000000-D4HK5	PROJECT_GNATS	GEN-02038-042
PROJECT_GNATS_0004_Pb_R_PE_511_EX	0.022655	94.3014787022732	93.4804678878835	0.436989627013904	91	0.145663209004635	1159	70.6952107702494	1.05205358022259	148.435124508519	352	189.508386546423	9009	0	31031	180810_M00146_0085_000000000-D4HK5	PROJECT_GNATS	GEN-02038-042-BC
PROJECT_SEQTHNG_0002_Bn_P_PE_488_EX	0.023755	93.8539254893707	93.1888023573984	0.1431277625763	24	0.416754367501579	1327	67.4215954535887	1.05904707614841	146.726530612245	213.8	52.2088115168311	50050	0	5005	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	198_TS
PROJECT_SEQTHNG_0003_Bn_P_PE_505_EX	0.022448	93.5539914468995	92.4091233071989	0.147006414825374	28	0.864219529579473	1220	66.8879187455453	1.05724210844283	142.61187562497	334.833333333333	99.1100678819037	0	0	14014	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	199_TS
PROJECT_SEQTHNG_0011_Bn_P_PE_497_EX	0.025285	93.6088590073166	92.6675894799288	0.189835871069804	45	0.597192011073759	1417	79.1773778920308	1.05712626736344	143.706873970172	280.833333333333	88.7804720770408	20020	0	14014	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	626_TS
PROJECT_SEQTHNG_0017_Bn_P_PE_490_EX	0.023105	93.7935511793984	92.6379571521316	0.22505951092837	43	0.186106903267691	1339	73.6507249513092	1.0551173434609	134.830833833233	278.6	119.792487243566	0	0	2002	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	896_TS
PROJECT_SEQTHNG_0019_Bn_P_PE_490_EX	0.025881	93.6864881573355	92.4075576677872	0.316834743634326	76	0.838452919129864	1335	69.6186391561377	1.05555071832826	144.368251742484	289.111111111111	123.934072478022	10010	0	46046	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	978_TS
PROJECT_SEQTHNG_0020_Bn_P_PE_504_EX	0.025189	94.2554289570844	93.6400809877327	0.198499344952162	41	0.432728571995712	1288	71.531223946961	1.06816341221992	137.362395754359	198.363636363636	88.4649624810685	0	0	10010	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	1034_TS
PROJECT_SEQTHNG_0021_Bn_P_PE_482_EX	0.024072	93.9016284479894	92.734297108674	0.207710202725158	47	0.623130608175474	1268	62.3753738783649	1.05291843294359	139.4509378871	256.571428571429	121.145552530661	0	0	21021	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	1090_TS
PROJECT_SEQTHNG_0034_Bn_P_PE_506_EX	0.020741	94.4602478183308	93.7177570994648	0.115712839303794	21	0.236247046911914	1076	77.2190347620655	1.05141691713182	142.956206614945	243.916666666667	107.229083689496	7007	0	8008	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	1367_TS
PROJECT_SEQTHNG_0036_Bn_P_PE_495_EX	0.020762	93.9793854156632	92.8860418071477	0.105962816684327	18	0.934399383489066	1034	67.4983142279164	1.05813764303922	146.97955104551	320.2	121.056846150889	54054	0	21021	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	1375_TS
PROJECT_SEQTHNG_0039_Bn_P_PE_497_EX	0.025574	94.26761554704	93.6693516853054	0.0977555329631657	20	0.398842574489716	1339	78.2826307969031	1.05528804062336	144.868466898955	261.75	121.933127164032	15015	0	17017	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	1417_TS
PROJECT_SEQTHNG_0049_Bn_P_PE_507_EX	0.023111	93.773527757345	92.921119813076	0.527887153303622	101	0.220674137856432	1266	73.6316039980961	1.0576894919225	146.002260981912	330.6	118.659063426834	20020	0	33033	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	1603_TS
PROJECT_SEQTHNG_0062_Bn_P_PE_494_EX	0.021025	93.7027348394768	92.6468489892985	0.38525564803805	68	0.24256837098692	1192	80.9369797859691	1.05178857447944	144.045226130653	293.111111111111	127.774492711395	0	0	32032	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	2326_TS
PROJECT_SEQTHNG_0066_Bn_P_PE_512_EX	0.022336	94.1081661891118	93.5798710601719	0.116404011461318	25	0.196991404011461	1246	80.6679799426934	1.05205465739026	143.673501427212	271.777777777778	113.218351258656	15015	0	10010	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	3118_TS
PROJECT_SEQTHNG_0067_Bn_P_PE_499_EX	0.024319	93.7497429993009	93.0219170196143	0.407089107282372	85	0.242608659895555	1362	69.9740943295366	1.07558029816947	141.638931532085	241.818181818182	94.6196387282146	0	0	12012	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	3136_TS
PROJECT_SEQTHNG_0078_Bn_P_PE_504_EX	0.022556	93.8020925696045	92.9907785068275	0.141869125731513	27	0.558609682567831	1240	53.2541230714666	1.06364687547132	143.4460724076	251.916666666667	159.998676209801	0	0	8008	180810_M00146_0085_000000000-D4HK5	PROJECT_SEQTHNG	4614_TS
PROJECT_SUPERHELLO_0001_Pb_R_PE_437_EX	0.025981	77.3526808052038	69.7432739309495	0.153958662099226	34	10.1805165313113	3199	53.9394172664639	1.11335180055402	139.961685823755	206.875	93.1348988027581	33033	0	17017	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	001_183_CF
PROJECT_SUPERHELLO_0002_Pb_R_PE_467_EX	0.020196	92.8748266983561	91.5973460091107	0.722915428797782	137	0.584274113685878	1175	79.3028322440087	1.0827848978178	142.38247054433	249	94.0472694387715	37037	0	30030	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	002_202_AL
PROJECT_SUPERHELLO_0003_Pb_R_PE_428_EX	0.024297	93.9581018232704	93.2748899041034	0.255175536074412	53	0.440383586451002	1299	78.2771535580524	1.10638297872339	139.69889176048	221.9	92.5175118558644	12012	0	22022	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	003_299_CL
PROJECT_SUPERHELLO_0004_Pb_R_PE_465_EX	0.021386	92.9112503506967	91.999438885252	0.397456279809221	77	0.570466660432058	1309	74.8901150285233	1.0755697504466	140.704227478611	333.2	111.030446274884	86086	0	29029	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	004_422_TW
PROJECT_SUPERHELLO_0005_Pb_R_PE_402_EX	0.020627	93.4406360595336	92.6213215688176	0.174528530566733	28	0.673874048577108	1178	87.3515295486498	1.12819762336826	141.679360796929	246.222222222222	97.2325708777988	0	0	13013	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	005_43_BOR
PROJECT_SUPERHELLO_0006_Pb_R_PE_464_EX	0.020761	93.9068445643273	93.0157506863831	0.149318433601464	28	0.823659746640335	1063	67.501565435191	1.08413969525081	139.449938448913	245.285714285714	97.3340555373449	0	0	4004	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	006_451_CJ
PROJECT_SUPERHELLO_0007_Pb_R_PE_466_EX	0.017972	92.9223236145115	91.9207656354329	0.656576897395949	102	0.411751613621189	1080	83.5466280881371	1.08703293841947	142.477664670659	234	106.699343952997	0	0	2002	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	007_486_ZA
PROJECT_SUPERHELLO_0008_Pb_R_PE_385_EX	0.020145	93.1149168528171	92.4249193348225	0.258128567882849	49	0.570861255894763	1220	64.596674112683	1.13775324517772	136.0779400789	183	61.8454294419332	26026	0	13013	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	008_494_RR
PROJECT_SUPERHELLO_0009_Bn_P_PE_459_EX	0.024602	93.4029753678563	92.651003983416	0.203235509308186	46	0.666612470530851	1409	77.3067230306479	1.08085987111341	144.362853039732	304.466666666667	100.82649563593	0	0	4004	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	009_T596
PROJECT_SUPERHELLO_0009_Pb_R_PE_440_EX	0.025874	93.0663987013991	92.0499342969777	0.146865579346062	33	0.989410218752416	1500	54.1624797093607	1.08630334746909	139.715988372093	323.428571428571	117.63971285589	8008	0	13013	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	009_145_DFG
PROJECT_SUPERHELLO_0010_Pb_R_PE_446_EX	0.028868	72.104059858667	56.9107662463628	0.322156020507136	77	18.1377303588749	2724	45.0775945683802	1.11055383630349	140.327552245976	223.8125	133.388632738139	246246	0	10010	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	010_148_FV
PROJECT_SUPERHELLO_0011_Pb_R_PE_390_EX	0.024376	93.1079750574335	92.5459468329504	0.192812602559895	41	0.639973744666886	1477	78.0234657039711	1.13406955826503	138.224092351075	197.875	116.112485870383	0	0	5005	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	011_268_PD
PROJECT_SUPERHELLO_0012_Pb_R_PE_472_EX	0.024265	93.2618998557593	92.347001854523	0.469812487121368	110	0.432722027611787	1416	66.0045332783845	1.0455595601146	146.36805125939	264.833333333333	84.8143397204873	0	0	13013	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	012_549_DM
PROJECT_SUPERHELLO_0013_Bn_P_PE_453_EX	0.023879	93.2534863268981	92.6253193182294	0.104694501444784	16	0.464843586414841	1475	83.8393567569831	1.08019211177413	140.970720316149	245.777777777778	87.2770528295799	101101	0	7007	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	013_T576
PROJECT_SUPERHELLO_0013_Pb_R_PE_450_EX	0.024389	94.1449013899709	93.6077739964738	0.180409200869244	37	0.241912337529214	1325	61.5646397966296	1.05398457583549	144.040067941292	270.933333333333	95.7715801036798	0	0	12012	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	013_55_BC
PROJECT_SUPERHELLO_0014_Bn_P_PE_483_EX	0.018982	94.0259192919608	93.4727636708461	0.163312611948161	28	0.179117058265725	1069	68.5544199768201	1.07576853526221	139.314432989691	238.555555555556	85.2136023454669	0	0	4004	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	014_UHN_4619
PROJECT_SUPERHELLO_0014_Pb_R_PE_513_EX	0.025386	93.9100291499252	93.4333884818404	0.177263058378634	39	0.149688804853069	1463	67.0330103206492	1.03105402015483	142.550125838926	360.384615384615	140.767969729535	45045	0	35035	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	014_B4619
PROJECT_SUPERHELLO_0015_Bn_P_PE_467_EX	0.025763	93.3082327368707	92.9239607188604	0.120327601599193	28	0.337693591584831	1606	54.395838993906	1.11602748630327	139.621157286077	259	122.392181751312	33033	0	30030	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	015_UHN_5015
PROJECT_SUPERHELLO_0015_Pb_R_PE_511_EX	0.02465	94.1298174442191	93.0750507099391	0.259634888438134	59	0.219066937119675	1329	64.973630831643	1.04716342465134	149.828599750032	259.363636363636	75.899781682849	3003	0	19019	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	015_B5015
PROJECT_SUPERHELLO_0016_Bn_P_PE_300_EX	0.024071	79.3028956005151	74.766316314237	0.220181961696647	44	12.1432429064019	2006	49.902372149059	1.33230962518322	134.924459112578	153.727272727273	38.5016904211913	174174	0	17017	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	016_T761
PROJECT_SUPERHELLO_0016_Pb_R_PE_464_EX	0.021833	93.8716621627811	93.0334814271974	0.119085787569276	20	0.654971831631017	1169	73.3568451426739	1.07766735026555	143.641912661625	297.6	237.127476265405	0	0	2002	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	016_408_BR
PROJECT_SUPERHELLO_0017_Pb_R_PE_481_EX	0.021555	93.6116910229645	92.7580607747622	0.343307817211784	69	0.487125956854558	1198	83.5908141962422	1.07846490993639	145.055208643077	286.333333333333	108.137772206467	66066	0	15015	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	017_467_GK
PROJECT_SUPERHELLO_0018_Bn_P_PE_289_EX	0.027761	87.5869024891034	86.2793127048737	0.0972587442815461	24	5.43568315262419	1910	75.7213356867548	1.44812388326385	123.42167386387	137.857142857143	46.075802671649	16016	0	4004	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	018_T873
PROJECT_SUPERHELLO_0018_Pb_R_PE_500_EX	0.023143	93.7562113814112	93.090783390226	0.20308516614095	41	0.31543015166573	1325	43.2528194270406	1.05151691383154	145.043045441976	337.6	114.63175825224	60060	0	11011	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	018_507_GN
PROJECT_SUPERHELLO_0019_Bn_P_PE_250_EX	0.026566	83.6746216969058	82.4813671610329	0.267258902356395	51	7.4079650681322	2298	67.8235338402469	1.70426314982365	104.967879796662	118.2	40.3355922232462	103103	0	23023	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	019_T890
PROJECT_SUPERHELLO_0019_Pb_R_PE_526_EX	0.025879	92.5538081069593	90.714478921133	1.06650179682368	259	0.189342710305653	1602	54.1520151474168	1.03419836780518	144.85078490314	368.6	125.325336624323	11011	0	70070	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	019_566_PSF
PROJECT_SUPERHELLO_0021_Bn_P_PE_296_EX	0.022663	89.745399991175	88.7217049816882	0.097074526761682	22	4.18744208621983	1353	70.6702554825045	1.32238767150009	134.555976203353	178.363636363636	65.3706533090315	2002	0	7007	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	021_T862
PROJECT_SUPERHELLO_0021_Pb_R_PE_471_EX	0.023516	94.0678686851505	93.3109372342235	0.153087259738051	29	0.527300561319952	1235	63.850144582412	1.06958077462406	143.400795624068	222.846153846154	98.023424322844	20020	0	2002	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	021_501_PG
PROJECT_SUPERHELLO_0022_Bn_P_PE_458_EX	0.024434	93.4967668003601	92.4244904641074	0.15552099533437	30	0.884014078742736	1335	61.451256445936	1.08285930982177	139.162880280149	202	117.83781226754	22022	0	21021	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	022_T587
PROJECT_SUPERHELLO_0022_Pb_R_PE_390_EX	0.028431	73.1455101825472	61.6439801624987	0.453730083359713	104	14.7479863529246	3313	38.7288523090992	1.09074219774456	140.118820927101	179.142857142857	57.3047706102544	146146	0	9009	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	022_73_MA
PROJECT_SUPERHELLO_0023_Bn_P_PE_488_EX	0.026138	94.617032672737	94.1923636085393	0.168337286709006	41	0.11477542275614	1333	76.5934654525978	1.07807663804002	144.254741013303	305.333333333333	131.722772856059	56056	0	8008	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	023_UHN_2680
PROJECT_SUPERHELLO_0023_Bn_P_PE_489_EX	0.023336	94.2320877613987	93.8249914295509	0.188549880013713	41	0.111415838189921	1276	77.2111758656154	1.07879114948732	142.206639381537	306.142857142857	112.887337732839	82082	0	19019	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	023_UHN_2080
PROJECT_SUPERHELLO_0023_Pb_R_PE_526_EX	0.025007	93.0539448954293	91.810293117927	1.00371895869157	224	0.115967529091854	1457	56.0403087135602	1.0604776228238	141.95530726257	295.75	134.206386460059	0	0	25025	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	023_B2080
PROJECT_SUPERHELLO_0024_Bn_P_PE_502_EX	0.02441	94.5555100368701	94.1704219582139	0.147480540761983	31	0.0983203605079885	1269	65.612453912331	1.06772760917838	148.885793509813	227.454545454545	61.096590644894	0	0	15015	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	024_UHN_2415
PROJECT_SUPERHELLO_0024_Pb_R_PE_547_EX	0.023408	94.0575871496924	93.3996924128503	0.444292549555708	86	0.128161312371839	1257	51.3157894736842	1.04743327465628	140.75923150293	301.333333333333	92.4638067329891	0	0	17017	180810_M00146_0085_000000000-D4HK5	PROJECT_SUPERHELLO	024_B2415
PROJECT_SUPERHELLO_0001_Bn_P_PE_326_EX	0.042204	89.2735285754905	87.4040375319875	0.139797175623164	53	4.44507629608568	2592	78.2698322433892	1.24274310595066	143.785651723863	180.285714285714	54.0353877496192	41041	0	18018	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	001_T700
PROJECT_SUPERHELLO_0002_Bn_P_PE_259_EX	0.047129	81.9537864160071	80.7867767192175	0.176112372424622	59	9.59281970761102	3901	55.2228988520868	1.65638804305871	117.427791010771	108.176470588235	27.4659902941323	164164	0	24024	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	002_T745
PROJECT_SUPERHELLO_0002_Bn_P_PE_294_EX	0.050914	84.5248851003653	83.2010841811683	0.0903484306870409	39	8.66166476804023	3423	58.9818124680834	1.51968782003744	123.325246892065	127.526315789474	34.1365191409167	197197	0	45045	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	002_T746
PROJECT_SUPERHELLO_0003_Bn_P_PE_363_EX	0.04679	91.1818764693311	88.298781790981	0.213720880530028	87	4.19320367599915	2064	70.5984184654841	1.16735073605866	138.404720607538	167.318181818182	60.9443758040786	260260	0	32032	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	003_T692
PROJECT_SUPERHELLO_0003_Bn_P_PE_371_EX	0.045975	92.7591082109842	91.1147362697118	0.247960848287113	93	2.42523110386079	2100	87.0908102229473	1.15512758004225	140.247033719458	183.055555555556	65.847865250323	134134	0	27027	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	003_T691
PROJECT_SUPERHELLO_0004_Bn_P_PE_328_EX	0.044214	89.3336952096621	86.8751979011173	0.113086352738951	45	5.38743384448365	2284	70.1836522368481	1.24907498181589	137.029900248114	169.631578947368	72.0914700599292	170170	0	25025	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	004_T752
PROJECT_SUPERHELLO_0004_Bn_P_PE_342_EX	0.045744	92.5039349422875	91.3168940188877	0.126792584819867	46	1.85816719132564	2521	87.5306051066807	1.18833375459883	143.851612903226	182.521739130435	49.9824922088746	97097	0	22022	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	004_T751
PROJECT_SUPERHELLO_0005_Bn_P_PE_286_EX	0.046587	78.5562495975272	76.0898963230086	0.178161289630154	61	13.3492175928907	3688	55.8653701676433	1.45022588570975	128.253381424707	139.227272727273	48.8866330663299	373373	0	37037	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	005_T813
PROJECT_SUPERHELLO_0006_Bn_P_PE_330_EX	0.051961	79.4230288100691	72.8796597448086	0.2424895594773	105	14.339600854487	3115	42.3817863397548	1.22664447284725	132.532021614287	150.722222222222	49.9508709250684	420420	0	27027	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	006_T843
PROJECT_SUPERHELLO_0006_Bn_P_PE_370_EX	0.043815	91.5531210772566	89.7295446764807	0.114116170261326	46	2.97843204382061	2346	82.2458062307429	1.1443896037203	143.385002742185	199.875	73.3668365703015	20020	0	25025	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	006_T844
PROJECT_SUPERHELLO_0007_Bn_P_PE_368_EX	0.045289	84.1506767647773	78.6570690454636	0.152354876460068	53	10.5301508092473	2340	68.5177416149617	1.1437918304871	145.877935504185	185.842105263158	47.4311280843851	361361	0	9009	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	007_T806
PROJECT_SUPERHELLO_0008_Bn_P_PE_393_EX	0.047513	93.8332666849073	92.4904762906994	0.117862479742386	45	1.37857007555827	2219	75.8445057142256	1.10051839052085	144.032815198618	213.115384615385	71.0857158231022	0	0	25025	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	008_T817
PROJECT_SUPERHELLO_0008_Bn_P_PE_412_EX	0.045287	94.8395786870404	93.9784043986133	0.0817011504405238	28	0.805970808399762	1935	81.7828515909643	1.06573200992556	146.712339930151	243	82.4557601441669	39039	0	11011	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	008_T818
PROJECT_SUPERHELLO_0009_Bn_P_PE_500_EX	0.040497	94.2563646689878	93.6661974961108	0.125935254463294	47	0.422253500259278	2104	66.7382769094007	1.0517469414747	147.458096460664	269.222222222222	142.078051927475	0	0	8008	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	009_T600
PROJECT_SUPERHELLO_0010_Bn_P_PE_491_EX	0.038441	94.0142035847142	93.3768632449728	0.192502796493327	62	0.418823651830077	2066	70.3077443354751	1.05226531563009	147.684892086331	293.352941176471	103.020238546477	0	0	9009	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	010_T605
