samples	total_reads	pct_uniq_reads	reads_start_point	pf_bases	pct_pf_bases	pct_coding	pct_utr	pct_intronic	pct_intergenic	pct_correct_rs	pct_mrna	pct_usable	med_cv_cov	X5to3_bias	rrna_contam	project	groupID	run
PROJECT_SQUID_010215_Vg_P_PE_304_WT	0.034485	99.5	3.439	0.5184434	80.6	2.7021	77.0738	13.1888	7.0353	98.8008	79.7759	64.3521	0.955699	0	79.1	PROJECT_SQUID	PROJECT_SQUID-01-0215-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010248_Ut_P_PE_297_WT	0.033139	99.9	1.535	0.499961	78.8	8.3069	16.7421	53.073	21.878	96.9304	25.049	19.7626	0.900135	0.920797	8.6	PROJECT_SQUID	PROJECT_SQUID-01-0248-TS	180507_M00753_0046_000000000-D3T43
PROJECT_SQUID_010263_Ov_P_PE_295_WT	0.041034	99.8	1.829	0.6184658	77	4.7661	38.1963	41.3741	15.6635	96.916	42.9624	33.0872	0.829646	0.987952	29.2	PROJECT_SQUID	180423	180507_M00753_0046_000000000-D3T43
PROJECT_SQUID_010266_Ov_P_PE_280_WT	0.037176	99.9	1.552	0.560965	77.8	9.917	18.3384	50.94	20.8045	97.5518	28.2555	22.0079	0.961214	0.648352	9.2	PROJECT_SQUID	180423	180507_M00753_0046_000000000-D3T43
PROJECT_SQUID_010268_Ov_P_PE_292_WT	0.03614	99.9	1.469	0.5454724	81.6	8.8684	13.8148	50.3441	26.9726	96.3913	22.6832	18.5197	0.867533	0.992958	5.7	PROJECT_SQUID	PROJECT_SQUID-01-0268-TS	180507_M00753_0046_000000000-D3T43
PROJECT_SQUID_010287_Ce_P_PE_247_WT	0.019453	99.3	4.093	0.2917924	67.6	2.3255	68.3745	25.6161	3.6838	99.0944	70.7001	47.8294	5.02086	0	32.2	PROJECT_SQUID	PROJECT_SQUID-01-0287-TS	180810_M00146_0085_000000000-D4HK5
PROJECT_SQUID_010296_Ut_M_PE_282_WT	0.031987	99.7	1.749	0.4818712	78.5	5.2448	35.7431	43.9468	15.0653	96.8907	40.9879	32.1976	0.924974	0.933645	28.2	PROJECT_SQUID	PROJECT_SQUID-01-0296-TS	180507_M00753_0046_000000000-D3T43
PROJECT_SQUID_010300_Ln_M_PE_290_WT	0.030469	99.5	5.08	0.4580132	44.6	0.1258	81.2698	9.737	8.8673	92.5926	81.3956	36.3828	2.944795	0	33.6	PROJECT_SQUID	180423	180507_M00753_0046_000000000-D3T43
PROJECT_SQUID_010301_Ov_P_PE_304_WT	0.030922	99.7	1.598	0.4659256	80.7	8.0446	33.2853	45.1285	13.5417	98.2713	41.3299	33.3809	0.933588	0.77001	27.3	PROJECT_SQUID	PROJECT_SQUID-01-0301-TS	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010312_Pe_M_PE_298_WT	0.067119	99.8	1.913	1.012002	76	7.5044	29.6785	48.0737	14.7434	98.0199	37.1829	28.2914	0.895544	0.9875	19.1	PROJECT_SQUID	PROJECT_SQUID-01-0312-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010312_Pe_M_PE_392_WT	0.027275	99.4	2.387	0.4097838	84.6	1.5941	66.8814	16.1461	15.3784	97.1487	68.4755	57.9769	0.930667	0.771084	72.1	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010319_Ut_P_PE_304_WT	0.072552	99.9	1.626	1.09475	79.8	11.9183	18.9611	47.1744	21.9463	97.7448	30.8794	24.651	1.10579	0.878788	10.3	PROJECT_SQUID	PROJECT_SQUID-01-0319-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010319_Ut_P_PE_331_WT	0.037845	99.6	1.985	0.569421	82.1	5.4136	51.8243	28.4295	14.3326	97.5	57.2379	47.0466	0.916169	0.832817	50.2	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010341_So_P_PE_305_WT	0.040502	99.8	1.646	0.6104024	80.6	8.0507	32.6259	42.2569	17.0664	97.3405	40.6766	32.8202	0.861181	0.965778	26.7	PROJECT_SQUID	PROJECT_SQUID-01-0341-TS	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010343_Om_M_PE_303_WT	0.067918	99.8	2.097	1.0236894	79.1	10.2044	42.4217	35.353	12.0208	98.7681	52.6261	41.6326	1.077115	0.94127	32.7	PROJECT_SQUID	PROJECT_SQUID-01-0343-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010343_Om_M_PE_379_WT	0.032942	99.5	2.267	0.4953102	84.6	4.3251	60.5007	19.4081	15.766	98.7411	64.8259	54.8858	0.766965	1	64.1	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010356_Ov_P_PE_293_WT	0.068827	99.8	1.785	1.0380646	77.8	9.9818	25.6301	44.4206	19.9675	97.9324	35.6119	27.7224	1.029971	0.799242	15.9	PROJECT_SQUID	PROJECT_SQUID-01-0356-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010356_Ov_P_PE_469_WT	0.022402	99.4	2.726	0.3363072	93.7	0.5131	75.6201	4.6317	19.2351	99.2095	76.1332	71.3662	1.527905	0	93	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010370_Ov_P_PE_354_WT	0.035874	99.7	1.58	0.540278	84.8	6.2027	36.5348	41.002	16.2606	96.8518	42.7374	36.2572	1.002772	0.873684	33	PROJECT_SQUID	PROJECT_SQUID-01-0370-TS	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010375_Om_M_PE_308_WT	0.070627	99.6	1.85	1.0631608	78.1	7.3135	31.7302	46.1429	14.8134	97.1731	39.0437	30.5194	1.027561	1.067634	22.8	PROJECT_SQUID	PROJECT_SQUID-01-0375-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010375_Om_M_PE_355_WT	0.036296	99.4	2.251	0.545261	83.9	3.2743	60.7401	24.6212	11.3645	97.3588	64.0144	53.7135	0.983324	1.282143	60.8	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010382_Fa_P_PE_300_WT	0.07917	99.7	2.025	1.1928094	74.6	8.6337	32.2191	42.2363	16.911	97.7871	40.8527	30.5087	1.075855	0.960145	16.7	PROJECT_SQUID	PROJECT_SQUID-01-0382-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010382_Fa_P_PE_386_WT	0.040954	99.3	3.356	0.6146002	90.4	1.106	72.7288	8.7855	17.3798	96.9436	73.8348	66.8008	0.7006	0.814029	85.1	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010384_Ov_P_PE_298_WT	0.08185	99.9	1.688	1.2352706	76.7	9.7145	15.183	50.7809	24.3216	96.9295	24.8975	19.0991	0.967733	1.017857	5	PROJECT_SQUID	PROJECT_SQUID-01-0384-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010384_Ov_P_PE_350_WT	0.038928	99	4.438	0.5822258	89.9	0.2927	77.7429	3.4532	18.5112	96.9466	78.0356	70.2225	0.630606	1.065095	95.6	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010387_Ce_P_PE_317_WT	0.013925	99.1	3.05	0.208531	78.5	0.0353	82.6539	3.7521	13.5587	66.6667	82.6892	64.9806	1.959077	0	98.3	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010396_Ov_P_PE_285_WT	0.025564	99.9	1.883	0.3856842	71.3	7.7691	22.9358	52.8725	16.4226	96.3368	30.7049	21.9121	1.046511	5.009783	9.1	PROJECT_SQUID	PROJECT_SQUID-01-0396-TR	180613_M00753_0048_000000000-D43DT
PROJECT_SQUID_010396_Ov_P_PE_394_WT	0.04042	99.1	4.03	0.605208	92.5	0.1897	79.583	4.068	16.1593	89.3333	79.7727	73.798	1.002754	0.423077	95.4	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010399_Ut_P_PE_261_WT	0.03697	99.8	1.724	0.557341	73.9	9.5048	26.7454	48.867	14.8827	98.2494	36.2502	26.8067	0.727142	0.895349	17.3	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010399_Ut_P_PE_326_WT	0.080214	99.6	2.235	1.2068222	79.2	7.8016	45.4643	34.6685	12.0655	98.1688	53.266	42.1938	0.966842	1.08	34.5	PROJECT_SQUID	PROJECT_SQUID-01-0399-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010405_Fa_P_PE_303_WT	0.074082	99.4	3.465	1.1128398	78.8	2.4103	66.4276	22.555	8.6071	97.5758	68.8379	54.2518	1.221503	1.145379	58.6	PROJECT_SQUID	PROJECT_SQUID-01-0405-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010405_Fa_P_PE_330_WT	0.048147	99	5.266	0.7199076	87.5	0.0156	81.8534	4.3707	13.7603	81.8182	81.869	71.6407	1.591784	0	98.6	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010406_Om_M_PE_281_WT	0.03089	99.9	1.746	0.4660464	75.4	12.6589	21.0876	50.3899	15.8637	98.1291	33.7464	25.4686	1.008909	1.019058	10	PROJECT_SQUID	PROJECT_SQUID-01-0406-TS	180613_M00753_0048_000000000-D43DT
PROJECT_SQUID_010406_Om_M_PE_339_WT	0.05506	99.1	4.707	0.8239768	88.1	0.7289	77.9331	7.0078	14.3301	97.561	78.662	69.3767	0.560087	0.935484	92.6	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010418_So_M_PE_302_WT	0.063687	99.9	1.623	0.9609942	77.3	12.9138	19.5462	50.2781	17.2619	98.1852	32.4599	25.1186	1.055838	0.769231	9.3	PROJECT_SQUID	PROJECT_SQUID-01-0418-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010418_So_M_PE_334_WT	0.039052	98.8	3.556	0.5829506	87.1	1.1398	78.596	8.9009	11.3633	97.1286	79.7358	69.5004	0.699991	0.946278	89.4	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010430_Ov_P_PE_338_WT	0.03285	99	3.006	0.4915352	85.4	1.8763	81.6743	8.9413	7.508	97.7927	83.5506	71.3909	0.802713	0.846818	76.5	PROJECT_SQUID	PROJECT_SQUID-01-0430-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010430_Ov_P_PE_359_WT	0.074823	99.4	3.327	1.123591	86	3.3168	73.4642	15.6996	7.5195	97.8822	76.781	66.085	0.932738	0.783333	69.4	PROJECT_SQUID	PROJECT_SQUID-01-0430-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010430_Ov_P_PE_376_WT	0.029661	99.4	2.716	0.445299	89.9	1.8451	76.2578	9.4417	12.4555	97.1134	78.1029	70.2378	0.861986	0.623529	83.3	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010433_Ov_P_PE_306_WT	0.04616	99.8	1.473	0.6960496	83.4	15.7141	26.2012	40.2016	17.8831	98.3079	41.9153	34.9855	0.985714	0.934066	14.8	PROJECT_SQUID	PROJECT_SQUID-01-0433-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010433_Ov_P_PE_347_WT	0.07826	99.7	1.68	1.1786154	85.9	10.5221	31.8605	34.2905	23.327	98.4287	42.3825	36.4303	0.990425	0.943624	31.4	PROJECT_SQUID	PROJECT_SQUID-01-0433-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010433_Ov_P_PE_361_WT	0.032023	99.6	1.601	0.481841	90.4	8.1143	47.5444	26.6249	17.7164	98.175	55.6587	50.3381	0.94188	0.744848	46.7	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010436_Om_M_PE_298_WT	0.05924	98.9	4.901	0.8848902	85.9	1.0146	81.8598	9.0446	8.0811	98.5836	82.8743	71.1951	0.831912	2.353535	91.2	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010436_Om_M_PE_305_WT	0.06628	99.5	2.56	0.996449	82.5	5.5283	58.933	26.2874	9.2513	98.6018	64.4613	53.2147	1.058504	1.013699	58.3	PROJECT_SQUID	PROJECT_SQUID-01-0436-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010436_Om_M_PE_326_WT	0.036775	99.1	2.24	0.5506668	85.5	5.0835	64.284	22.0393	8.5933	98.5676	69.3675	59.3412	1.018309	1.062323	64.3	PROJECT_SQUID	PROJECT_SQUID-01-0436-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010438_Ov_P_PE_303_WT	0.070703	99.5	3.251	1.062436	80.3	2.7572	66.5878	20.5834	10.0717	97.9725	69.3449	55.6893	1.06562	0.986486	68.1	PROJECT_SQUID	PROJECT_SQUID-01-0438-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010438_Ov_P_PE_304_WT	0.053743	99.2	4.567	0.8051622	86.4	0.5774	80.988	8.8626	9.5719	96.5241	81.5654	70.5152	0.733711	0.885633	91.2	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010438_Ov_P_PE_316_WT	0.031862	99.2	2.39	0.4776734	83.9	2.981	67.6001	20.1012	9.3177	98.5608	70.5811	59.2624	0.906668	0.885417	65.6	PROJECT_SQUID	PROJECT_SQUID-01-0438-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010446_Ce_P_PE_266_WT	0.03975	99.9	1.639	0.6001042	77	9.5796	14.3925	53.6265	22.4013	98.6645	23.9721	18.4683	1.089933	1.126427	2.2	PROJECT_SQUID	171124	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010462_Ch_M_PE_337_WT	0.034713	99.6	4.766	0.522309	65.8	0.5807	85.8238	5.6686	7.9269	98.0583	86.4045	56.8957	1.022569	2.599107	68.4	PROJECT_SQUID	PROJECT_SQUID-01-0462-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010490_Ov_P_PE_308_WT	0.054413	99.8	1.571	0.8205944	80.2	12.5762	23.3087	44.5957	19.5194	98.7401	35.8849	28.7835	1.007227	1.011834	17.4	PROJECT_SQUID	PROJECT_SQUID-01-0490-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_010490_Ov_P_PE_341_WT	0.047075	99.5	1.853	0.7078578	84.5	8.2008	48.4168	30.2271	13.1553	98.6954	56.6177	47.8596	0.948231	0.917422	43.7	PROJECT_SQUID	PROJECT_SQUID-01-0490-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010490_Ov_P_PE_342_WT	0.032347	99.5	1.888	0.4862804	88.6	6.3834	54.6125	23.4723	15.5318	98.8624	60.9959	54.0509	0.716706	0.870968	56.5	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010500_So_P_PE_312_WT	0.058101	99.3	3.091	0.8717532	87.3	2.5937	69.3247	16.851	11.2305	97.574	71.9184	62.855	0.700095	0.832383	75.1	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010507_Br_P_PE_350_WT	0.032792	99.6	1.565	0.493619	86.6	7.6177	40.5514	35.2647	16.5661	98.1729	48.1692	41.7375	0.894935	0.950593	37.4	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010545_Br_P_PE_276_WT	0.029595	99.9	1.869	0.4467184	71.5	6.0207	22.3134	54.6473	17.0185	98.0017	28.3341	20.2848	0.931353	0.785098	4.6	PROJECT_SQUID	PROJECT_SQUID-01-0545-TS	180613_M00753_0048_000000000-D43DT
PROJECT_SQUID_010545_Br_P_PE_330_WT	0.037993	99.3	2.727	0.5699948	88.6	1.2076	69.2984	14.8649	14.6292	98.2096	70.506	62.4886	0.912344	1.147727	74.9	PROJECT_SQUID	180515	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_010550_Pa_P_PE_293_WT	0.038159	99.5	1.767	0.5734074	81.9	8.3515	42.0009	36.4343	13.2134	97.6032	50.3524	41.24	1.110707	1.098592	37.9	PROJECT_SQUID	PROJECT_SQUID-01-0550-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010566_Br_P_PE_303_WT	0.034354	99.7	2.046	0.5175374	79.2	4.5763	53.2206	30.9877	11.2154	98.0746	57.7969	45.8223	1.143023	3.182171	47.1	PROJECT_SQUID	PROJECT_SQUID-01-0566-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010590_Tn_P_PE_299_WT	0.036227	99.5	2.877	0.544657	78.6	3.4141	70.4305	18.3704	7.785	97.9034	73.8446	58.0642	1.339129	9999	69.6	PROJECT_SQUID	PROJECT_SQUID-01-0590-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010611_Nk_P_PE_320_WT	0.030829	99.6	2.561	0.4638418	80.5	1.9281	69.2412	18.9284	9.9023	96.2903	71.1692	57.3442	0.875412	5.961111	66.8	PROJECT_SQUID	PROJECT_SQUID-01-0611-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010642_So_M_PE_293_WT	0.034237	99.5	2.504	0.5143966	78.5	2.8039	63.9873	21.456	11.7528	97.2487	66.7912	52.4778	0.905963	1.161765	63.9	PROJECT_SQUID	PROJECT_SQUID-01-0642-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_010644_Ln_M_PE_283_WT	0.030374	99.3	2.897	0.4556576	76.1	3.4605	72.5159	17.5281	6.4955	98.427	75.9764	57.8467	0.779194	1.227273	72.7	PROJECT_SQUID	PROJECT_SQUID-01-0644-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_030016_Lu_P_PE_371_WT	0.063457	99.2	4.011	0.9512094	89	1.8878	76.4082	9.158	12.546	97.5446	78.296	69.7052	1.286404	1.506369	82.6	PROJECT_SQUID	180423	180430_M00146_0074_000000000-D3RD8
PROJECT_SQUID_030023_Lu_M_PE_304_WT	0.060478	99.8	1.732	0.9122816	76.9	7.0006	23.3493	52.2357	17.4144	97.5135	30.3499	23.3432	1.172297	1.714286	13.6	PROJECT_SQUID	PROJECT_SQUID-03-0023-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_030023_Lu_M_PE_321_WT	0.029659	99.2	3.117	0.4445138	89.6	0.666	80.6047	8.4719	10.2574	98.1043	81.2707	72.8917	0.734598	1.239865	90.3	PROJECT_SQUID	180314	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_030026_Lv_M_PE_263_WT	0.037697	99.7	2.235	0.5676392	73.5	9.0435	35.9083	43.162	11.8862	97.9891	44.9518	33.0703	0.995262	0.639098	14.7	PROJECT_SQUID	PROJECT_SQUID-03-0026-TS	180517_M00753_0047_000000000-D3WJ3
PROJECT_SQUID_030031_Bn_M_PE_286_WT	0.032829	99.6	2.753	0.4938304	76	4.407	68.0169	17.3784	10.1977	98.0347	72.4239	55.0987	1.238051	2.510943	67	PROJECT_SQUID	PROJECT_SQUID-03-0031-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_030041_Br_P_PE_294_WT	0.035315	99.1	2.5	0.5286208	83	4.1864	68.6107	18.6586	8.5443	98.4499	72.7971	60.4637	0.671706	1.021645	68.5	PROJECT_SQUID	PROJECT_SQUID-03-0041-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_030041_Br_P_PE_302_WT	0.058337	99.3	3.434	0.8749846	81.6	2.8252	71.3537	15.4279	10.3932	97.7418	74.1789	60.5805	1.040851	1.144005	76.2	PROJECT_SQUID	PROJECT_SQUID-03-0041-TS	180704_M00146_0079_000000000-D4JY4
PROJECT_SQUID_040014_Ln_M_PE_358_WT	0.034789	99.2	4.525	0.5211614	90.9	0.0928	88.065	2.645	9.1972	94.3662	88.1578	80.1793	1.725786	0	97.7	PROJECT_SQUID	PROJECT_SQUID-04-0014-TS	180724_M00146_0081_000000000-D4KDT
PROJECT_SQUID_050003_Cr_P_PE_275_WT	0.033083	99.9	1.719	0.4990852	77.5	6.6384	14.5539	60.3012	18.5065	97.3909	21.1923	16.4253	0.986752	1.607843	3.2	PROJECT_SQUID	PROJECT_SQUID-05-0003-TS	180517_M00753_0047_000000000-D3WJ3
